topic_id,title,angle,content_pillar,audience_pain,channel_priority,status,created_at,strategy_cycle_id
proposed-2026-08-14-01,How to Start Your Self-Exploration Journey,Practical steps for initiating personal growth,Pathways to Clarity,Uncertainty about where to begin,All,proposed,2026-08-14,CL-2026-08-cycle-14
proposed-2026-08-14-02,The Power of Small Wins in Self-Understanding,How small achievements can lead to big insights,Internal Navigation,Overwhelm with the scale of personal growth,Instagram,proposed,2026-08-14,CL-2026-08-cycle-14
proposed-2026-08-14-03,Breaking Down Complex Thoughts,Simplifying mental processes for clarity,Simplifying Complexity,Feeling overwhelmed by complex thoughts,Wix,proposed,2026-08-14,CL-2026-08-cycle-14
proposed-2026-08-14-04,Identifying Your Internal Compass,Finding internal guidance for decision-making,Internal Navigation,Lack of direction in personal decisions,Threads,proposed,2026-08-14,CL-2026-08-cycle-14
proposed-2026-08-14-05,Why Reducing Mental Clutter Matters,Benefits of decluttering your mind,Simplifying Complexity,Mental clutter leading to stress,All,proposed,2026-08-14,CL-2026-08-cycle-14
proposed-2026-08-14-06,The Role of Reflection in Gaining Clarity,How reflecting on experiences enhances understanding,Pathways to Clarity,Difficulty understanding past experiences,Wix,proposed,2026-08-14,CL-2026-08-cycle-14
proposed-2026-08-14-07,What to Do When You Feel Stuck,Strategies for overcoming mental blocks,Pathways to Clarity,Feeling stuck in personal growth,Instagram,proposed,2026-08-14,CL-2026-08-cycle-14
proposed-2026-08-14-08,Decoding Your Emotional Signals,Understanding emotions for better self-navigation,Internal Navigation,Confusion about emotional responses,Threads,proposed,2026-08-14,CL-2026-08-cycle-14
proposed-2026-08-14-09,The Simplification of Self-Talk,How to make self-talk more constructive,Simplifying Complexity,Negative or confusing self-talk,Wix,proposed,2026-08-14,CL-2026-08-cycle-14
proposed-2026-08-14-10,Creating a Personal Growth Map,Designing a roadmap for personal development,Pathways to Clarity,Lack of structure in personal growth,All,proposed,2026-08-14,CL-2026-08-cycle-14
proposed-2026-08-14-11,How to Recognize Progress in Your Journey,Identifying signs of personal growth,Internal Navigation,Difficulty seeing personal progress,Instagram,proposed,2026-08-14,CL-2026-08-cycle-14
